time_s,C_surface,b_equivalent,driving_gap,effective_flux_m_s,elasticity_to_b_at_fixed_state
6405,1.2823835977768476,0.048585000000000003,1.2337985977768475,9.8703887822147798e-07,-0.039378388083390725
6406,1.2823182778529869,0.048588666666666669,1.2337296111863203,9.8698368894905611e-07,-0.03938356202697052
6407,1.282252954014578,0.048592333333333335,1.2336606206812446,9.8692849654499567e-07,-0.03938873667419162
6408,1.2821876262243883,0.048596,1.2335916262243882,9.8687330097951054e-07,-0.039393912026410328
6409,1.2821222944467783,0.048599666666666666,1.2335226277801117,9.8681810222408938e-07,-0.039399088084933018
6410,1.2820569586479225,0.048603333333333332,1.2334536253145891,9.8676290025167118e-07,-0.039404264851009035
6411,1.2819916187951732,0.048607000000000004,1.2333846187951731,9.8670769503613853e-07,-0.039409442325850925
6412,1.2819262748576685,0.04861066666666667,1.2333156081910019,9.8665248655280147e-07,-0.039414620510614992
6413,1.281860926805592,0.048614333333333336,1.2332465934722587,9.8659727477780692e-07,-0.039419799406424948
6414,1.2817955746105845,0.048618000000000001,1.2331775746105844,9.8654205968846753e-07,-0.039424979014358659
6415,1.2817302182454686,0.048621666666666667,1.2331085515788021,9.8648684126304165e-07,-0.039430159335456925
6416,1.2816648576841743,0.048625333333333333,1.233039524350841,9.864316194806728e-07,-0.039435340370725859
6417,1.2815994929018479,0.048629000000000006,1.2329704929018479,9.8637639432147835e-07,-0.039440522121133338
6418,1.2815341238745017,0.048632666666666671,1.2329014572078349,9.8632116576626793e-07,-0.039445704587620159
6419,1.2814687505792801,0.048636333333333337,1.2328324172459468,9.8626593379675749e-07,-0.039450887771091535
6420,1.2814033729942274,0.048640000000000003,1.2327633729942273,9.8621069839538188e-07,-0.039456071672424493
6421,1.2813379513232928,0.048636833333333337,1.2327011179899594,9.8616089439196746e-07,-0.039455495434806198
6422,1.2812724924466721,0.048633666666666672,1.2326388257800054,9.8611106062400437e-07,-0.039454920329879781
6423,1.2812070078599145,0.0486305,1.2325765078599145,9.8606120628793155e-07,-0.039454345989796344
6424,1.2811415016711643,0.048627333333333335,1.2325141683378309,9.8601133467026458e-07,-0.039453772283130975
6425,1.2810759762242909,0.04862416666666667,1.2324518095576242,9.8596144764609935e-07,-0.039453199134917745
6426,1.2810104330945522,0.048621000000000004,1.2323894330945522,9.8591154647564173e-07,-0.039452626494785654
6427,1.2809448734554547,0.048617833333333332,1.2323270401221214,9.858616320976971e-07,-0.039452054325218242
6428,1.2808792982064119,0.048614666666666667,1.2322646315397452,9.8581170523179602e-07,-0.03945148259746889
6429,1.2808137080553601,0.048611500000000002,1.2322022080553601,9.8576176644428801e-07,-0.039450911288917277
6430,1.280748103594342,0.048608333333333337,1.2321397702610086,9.8571181620880678e-07,-0.039450340380650532
6431,1.2806824853281638,0.048605166666666672,1.2320773186614971,9.8566185492919753e-07,-0.03944976985654626
6432,1.2806168536886366,0.048601999999999999,1.2320148536886366,9.856118829509093e-07,-0.039449199702817087
