parameter,location,time_s,C_base,C_minus20,C_plus20,C_secant_elasticity,T_base,T_minus20,T_plus20,T_rise_secant_elasticity_blank_if_rise_lt_0.05K
hm,axis,279,2.55,2.55,2.55,0.0,28.013515645399192,28.013495593669262,28.01353520213327,
hm,axis,280,2.55,2.55,2.55,0.0,28.013752506511654,28.013732066913168,28.013772440252186,
hm,axis,281,2.55,2.55,2.55,0.0,28.01399207449684,28.013971241998277,28.014012390103368,
hm,axis,282,2.55,2.55,2.55,0.0,28.01423435966946,28.01421312921482,28.014255062025356,
hm,axis,283,2.55,2.55,2.55,0.0,28.014479372194618,28.01445773870186,28.014500466207767,
hm,axis,284,2.55,2.55,2.55,0.0,28.01472712208786,28.01470508045074,28.014748612688624,
hm,axis,285,2.55,2.55,2.55,0.0,28.014977619212704,28.014955164300194,28.014999511355356,
hm,axis,286,2.55,2.55,2.55,0.0,28.01523087328784,28.015207999943737,28.01525317194914,
hm,axis,287,2.55,2.55,2.55,0.0,28.015486893880613,28.01546359692578,28.01550960405985,
hm,axis,288,2.55,2.55,2.55,0.0,28.015745690414168,28.015721964644268,28.01576881713436,
hm,axis,289,2.55,2.55,2.55,0.0,28.01600727216752,28.015983112355585,28.016030820472412,
hm,axis,290,2.55,2.55,2.55,0.0,28.016271648273754,28.016247049168758,28.016295623230924,
hm,axis,291,2.55,2.55,2.55,0.0,28.01653882773195,28.016513784058457,28.016563234429213,
hm,axis,292,2.55,2.55,2.55,0.0,28.016808819392896,28.016783325854735,28.016833662939653,
hm,axis,293,2.55,2.55,2.55,0.0,28.017081631970523,28.01705568324831,28.01710691750012,
hm,axis,294,2.55,2.55,2.55,0.0,28.017357274058103,28.017330864804567,28.01738300672275,
hm,axis,295,2.55,2.55,2.55,0.0,28.017635754100432,28.017608878952473,28.017661939073527,
hm,axis,296,2.55,2.55,2.55,0.0,28.017917080414925,28.017889733985566,28.017943722893104,
hm,axis,297,2.55,2.55,2.55,0.0,28.018201261209366,28.01817343808186,28.01822836641031,
hm,axis,298,2.55,2.55,2.55,0.0,28.018488304552935,28.018459999297004,28.018515877712602,
hm,axis,299,2.55,2.55,2.55,0.0,28.01877821839549,28.018749425556493,28.018806264771143,
hm,axis,300,2.55,2.55,2.55,0.0,28.01907101057511,28.019041724673013,28.01909953544939,
hm,axis,301,2.55,2.55,2.55,0.0,28.019366688835273,28.019336904366988,28.01939569750958,
hm,axis,302,2.55,2.55,2.55,0.0,28.019665260786727,28.01963497222814,28.01969475858329,
hm,axis,303,2.55,2.55,2.55,0.0,28.019966733955975,28.01993593576027,28.01999672621827,
hm,axis,304,2.55,2.55,2.55,0.0,28.020271115765226,28.020239802362767,28.02030160785801,
hm,axis,305,2.55,2.55,2.55,0.0,28.020578413543312,28.020546579341598,28.020609410852764,
hm,axis,306,2.55,2.55,2.55,0.0,28.02088863453049,28.020856273913914,28.020920142464384,
hm,axis,307,2.55,2.55,2.55,0.0,28.021201785883495,28.02116889321317,28.021233809871312,
hm,axis,308,2.55,2.55,2.55,0.0,28.021517874680292,28.02148444429388,28.02155042017353,
hm,axis,309,2.55,2.55,2.55,0.0,28.02183690792564,28.021802934137025,28.02186998039795,
hm,axis,310,2.55,2.55,2.55,0.0,28.02215889255629,28.02212436965537,28.022192497503806,
hm,axis,311,2.55,2.55,2.55,0.0,28.022483835446103,28.02244875769844,28.022517978387707,
hm,axis,312,2.55,2.55,2.55,0.0,28.022811743411534,28.022776105058,28.022846429889206,
hm,axis,313,2.55,2.55,2.55,0.0,28.02314262321729,28.02310641847381,28.02317785879637,
hm,axis,314,2.55,2.55,2.55,0.0,28.023476481581987,28.023439704639006,28.023512271851708,
hm,axis,315,2.55,2.55,2.55,0.0,28.02381332518354,28.02377597020575,28.0238496757572,
hm,axis,316,2.55,2.55,2.55,0.0,28.02415316066423,28.02411522179034,28.024190077179604,
hm,axis,317,2.55,2.55,2.55,0.0,28.02449599463655,28.024457465977985,28.02453348275665,
hm,axis,318,2.55,2.55,2.55,0.0,28.02484183368853,28.024802709329812,28.024879899101993,
hm,axis,319,2.55,2.55,2.55,0.0,28.0251906843901,28.025150958388032,28.02522933281138,
hm,axis,320,2.55,2.55,2.55,0.0,28.025542553298642,28.02550221968156,28.025581790468966,
hm,axis,321,2.55,2.55,2.55,0.0,28.025897446962542,28.025856499731006,28.02593727864967,
hm,axis,322,2.55,2.55,2.55,0.0,28.026255371929466,28.026213805052823,28.026295803928807,
hm,axis,323,2.55,2.55,2.55,0.0,28.02661633474439,28.026574142163405,28.026657372880134,
hm,axis,324,2.55,2.55,2.55,0.0,28.026980341964748,28.026937517590245,28.027021992089082,
hm,axis,325,2.55,2.55,2.55,0.0,28.02734740016185,28.02730393787119,28.02738966815625,
hm,axis,326,2.55,2.55,2.55,0.0,28.027717515919754,28.02767340956004,28.02776040769669,
hm,axis,327,2.55,2.55,2.55,0.0,28.028090695849507,28.028045939235646,28.028134217351543,
hm,axis,328,2.55,2.55,2.55,0.0,28.028466946593415,28.02842153350534,28.02851110379337,
hm,axis,329,2.55,2.55,2.55,0.0,28.028846274812075,28.028800198997548,28.028891073716167,
hm,axis,330,2.55,2.55,2.55,0.0,28.02922868721802,28.029181942390874,28.02927413386261,
hm,axis,331,2.55,2.55,2.55,0.0,28.02961419054781,28.0295667703847,28.02966029100565,
hm,axis,332,2.55,2.55,2.55,0.0,28.03000279159873,28.029954689742777,28.030049551972592,
hm,axis,333,2.55,2.55,2.55,0.0,28.03039449720366,28.030345707258235,28.03044192363553,
hm,axis,334,2.55,2.55,2.55,0.0,28.03078931425818,28.030739829792864,28.03083741292003,
hm,axis,335,2.55,2.55,2.55,0.0,28.03118724970627,28.031137064248917,28.031236026811523,
hm,axis,336,2.55,2.55,2.55,0.0,28.031588310559364,28.031537417601196,28.031637772354202,
hm,axis,337,2.55,2.55,2.55,0.0,28.031992503884357,28.031940896877266,28.032042656652905,
hm,axis,338,2.55,2.55,2.55,0.0,28.032399836817056,28.032347509171835,28.032450686882058,
hm,axis,339,2.55,2.55,2.55,0.0,28.032810316562546,28.032757261649316,28.032861870285174,
hm,axis,340,2.55,2.55,2.55,0.0,28.03322395039811,28.033170161544806,28.033276214179523,
hm,axis,341,2.55,2.55,2.55,0.0,28.033640745676358,28.033586216169063,28.03369372595686,
hm,axis,342,2.55,2.55,2.55,0.0,28.034060709823294,28.034005432904426,28.03411441308492,
hm,axis,343,2.55,2.55,2.55,0.0,28.034483850348412,28.034427819216297,28.034538283113886,
hm,axis,344,2.55,2.55,2.55,0.0,28.03491017483635,28.03485338264644,28.034965343670883,
hm,axis,345,2.55,2.55,2.55,0.0,28.035339690958725,28.035282130819137,28.03539560247049,
hm,axis,346,2.55,2.55,2.55,0.0,28.035772406468,28.035714071442683,28.03582906730723,
hm,axis,347,2.55,2.55,2.55,0.0,28.036208329202303,28.036149212307265,28.03626574606507,
hm,axis,348,2.55,2.55,2.55,0.0,28.036647467086617,28.03658756129165,28.03670564671209,
hm,axis,349,2.55,2.55,2.55,0.0,28.037089828130526,28.037029126356718,28.037148777304544,
hm,axis,350,2.55,2.55,2.55,0.0,28.037535420433343,28.037473915554376,28.037595145985016,
hm,axis,351,2.55,2.55,2.55,0.0,28.03798425217353,28.03792193701411,28.038044760981496,
hm,axis,352,2.55,2.55,2.55,0.0,28.038436331629025,28.038373198961587,28.03849763061899,
hm,axis,353,2.55,2.55,2.55,0.0,28.038891667165043,28.03882770971129,28.038953763308612,
hm,axis,354,2.55,2.55,2.55,0.0,28.03935026721459,28.03928547765484,28.039413167528405,
hm,axis,355,2.55,2.55,2.55,0.0,28.03981214031346,28.039746511264404,28.039875851870132,
hm,axis,356,2.55,2.55,2.55,0.0,28.040277295086824,28.040210819115686,28.040341825007108,
hm,axis,357,2.55,2.55,2.55,0.0,28.040745740230303,28.040678409862245,28.040811095671348,
hm,axis,358,2.55,2.55,2.55,0.0,28.041217484511836,28.041149292211497,28.041283672696657,
hm,axis,359,2.55,2.55,2.55,0.0,28.041692536804966,28.041623474983492,28.041759565003147,
hm,axis,360,2.55,2.55,2.55,0.0,28.042170906056548,28.042100967069167,28.042238781586864,
hm,axis,361,2.55,2.55,2.55,0.0,28.042652601717023,28.042581777871114,28.042721331940676,
hm,axis,362,2.55,2.55,2.55,0.0,28.04313763197273,28.043065915518078,28.043207224310088,
hm,axis,363,2.55,2.55,2.55,0.0,28.043626006420713,28.043553389554145,28.04369646834205,
hm,axis,364,2.55,2.55,2.55,0.0,28.044117734278913,28.04404420914283,28.044189073305954,
hm,axis,365,2.55,2.55,2.55,0.0,28.0446128248294,28.044538383511473,28.044685048535523,
hm,axis,366,2.55,2.55,2.55,0.0,28.04511128741405,28.045035921947218,28.045184403424415,
hm,axis,367,2.55,2.55,2.55,0.0,28.045613131430315,28.045536833792596,28.045687147421933,
hm,axis,368,2.55,2.55,2.55,0.0,28.046118366327878,28.046041128442308,28.046193290029702,
hm,axis,369,2.55,2.55,2.55,0.0,28.046627001605053,28.046548815339605,28.046702840798005,
hm,axis,370,2.55,2.55,2.55,0.0,28.047139046804443,28.047059903972077,28.04721580932142,
hm,axis,371,2.55,2.55,2.55,0.0,28.04765451150866,28.04757440386736,28.047732205234436,
hm,axis,372,2.55,2.55,2.55,0.0,28.048173405335454,28.048092324588378,28.048252038206538,
hm,axis,373,2.55,2.55,2.55,0.0,28.048695737935123,28.04861367573047,28.048775317939896,
hm,axis,374,2.55,2.55,2.55,0.0,28.049221518984293,28.049138466915238,28.04930205416311,
hm,axis,375,2.55,2.55,2.55,0.0,28.049750758183336,28.04966670778934,28.049832256627,
hm,axis,376,2.55,2.55,2.55,0.0,28.050283465250782,28.05019840801645,28.05036593510194,0.008329133874104534
hm,axis,377,2.55,2.55,2.55,0.0,28.050819649917326,28.050733577273142,28.05090309936953,0.008339397096627742
hm,axis,378,2.55,2.55,2.55,0.0,28.05135932192197,28.051272225244773,28.051443759219723,0.008349700138667983
hm,axis,379,2.55,2.55,2.55,0.0,28.051902491006746,28.0518143616209,28.051987924443324,0.008360042989205958
hm,axis,380,2.55,2.55,2.55,0.0,28.05244916691793,28.052359996091774,28.052535604840166,0.00837042601016903
hm,axis,381,2.55,2.55,2.55,0.0,28.05299935939111,28.052909138344347,28.05308681019051,0.00838084875952622
hm,axis,382,2.55,2.55,2.55,0.0,28.05355307816231,28.05346179805653,28.053641550284926,0.008391311693120431
hm,axis,383,2.55,2.55,2.55,0.0,28.05411033293888,28.054017984890834,28.054199834875735,0.008401814174150873
hm,axis,384,2.55,2.55,2.55,0.0,28.054671133427707,28.05457770849488,28.05476167372021,0.008412356475818896
hm,axis,385,2.55,2.55,2.55,0.0,28.055235489290023,28.055140978486566,28.05532707652793,0.008422938031175142
hm,axis,386,2.55,2.55,2.55,0.0,28.055803410183376,28.055707804466504,28.0558960530022,0.008433558768090474
hm,axis,387,2.55,2.55,2.55,0.0,28.05637490570956,28.05627819599013,28.05646861279397,0.008444218284832637
hm,axis,388,2.55,2.55,2.55,0.0,28.056949985454235,28.056852162594186,28.05704476553068,0.00845491596519321
hm,axis,389,2.55,2.55,2.55,0.0,28.057528658934874,28.05742971374321,28.057624520782447,0.008465651852602897
hm,axis,390,2.55,2.55,2.55,0.0,28.05811093566717,28.05801085890239,28.058207888111884,0.008476425617363764
hm,axis,391,2.55,2.55,2.55,0.0,28.058696825082595,28.05859560746823,28.058794876979558,0.008487235512607069
hm,axis,392,2.55,2.55,2.55,0.0,28.059286336571223,28.059183968766853,28.059385496841134,0.008498082607940006
hm,axis,393,2.55,2.55,2.55,0.0,28.05987947949382,28.059775952121477,28.059979757084225,0.00850896519437026
hm,axis,394,2.55,2.55,2.55,0.0,28.060476263087278,28.06037156672492,28.060577667000178,0.008519883039047767
hm,axis,395,2.55,2.55,2.55,0.0,28.06107669659652,28.060970821765792,28.061179235876992,0.008530835933061736
hm,axis,396,2.55,2.55,2.55,0.0,28.06168078915612,28.061573726351977,28.06178447287176,0.00854182163794907
hm,axis,397,2.55,2.55,2.55,0.0,28.06228854982979,28.062180289485696,28.06239338711334,0.008552841101038206
hm,axis,398,2.55,2.55,2.55,0.0,28.062899987642638,28.062790520154113,28.06300598765125,0.008563892665577494
hm,axis,399,2.55,2.55,2.55,0.0,28.063515111485284,28.063404427215485,28.063622283425293,0.008574975494554245
hm,axis,400,2.55,2.55,2.55,0.0,28.06413393022659,28.06402201947915,28.064242283344512,0.00858608947650284
hm,axis,401,2.55,2.55,2.55,0.0,28.064756452611206,28.06464330567144,28.064865996169498,0.008597231977660325
hm,axis,402,2.55,2.55,2.55,0.0,28.06538268730135,28.065268294389796,28.06549343063202,0.008608404285499728
hm,axis,403,2.55,2.55,2.55,0.0,28.06601264291938,28.065896994219948,28.066124595385386,0.008619605100345816
hm,axis,404,2.55,2.55,2.55,0.0,28.066646327969355,28.066529413647732,28.06675949894112,0.008630831600141671
hm,axis,405,2.55,2.55,2.55,0.0,28.067283750802524,28.067165560963566,28.067398149722383,0.008642085051821007
hm,axis,406,2.55,2.55,2.55,0.0,28.067924919780182,28.0678054444913,28.06804055611854,0.008653364185104461
hm,axis,407,2.55,2.55,2.55,0.0,28.06856984314415,28.068449072433697,28.06868672638069,0.008664667151608345
hm,axis,408,2.55,2.55,2.55,0.0,28.069218528928015,28.06909645283285,28.06933666860314,0.008675992324979008
hm,axis,409,2.55,2.55,2.55,0.0,28.0698709851976,28.069747593658718,28.06999039088064,0.008687340719315888
hm,axis,410,2.55,2.55,2.55,0.0,28.070527219885104,28.07040250282526,28.07064790117611,0.00869871062720821
hm,axis,411,2.55,2.55,2.55,0.0,28.071187240764157,28.071061188104263,28.07130920726718,0.008710098897469097
hm,axis,412,2.55,2.55,2.55,0.0,28.07185105553614,28.071723657124068,28.071974316926973,0.008721507326325387
hm,axis,413,2.55,2.55,2.55,0.0,28.07251867182344,28.072389917483882,28.07264323779706,0.008732934112277903
hm,axis,414,2.55,2.55,2.55,0.0,28.073190097110327,28.073059976653205,28.073315977366644,0.008744376751289057
hm,axis,415,2.55,2.55,2.55,0.0,28.07386533875454,28.073733841939003,28.073992543053034,0.008755835903327033
hm,axis,416,2.55,2.55,2.55,0.0,28.07454440405171,28.074411520609278,28.074672942172636,0.008767310124887608
hm,axis,417,2.55,2.55,2.55,0.0,28.075227300171008,28.075093019805735,28.075357181906504,0.00877879772932301
hm,axis,418,2.55,2.55,2.55,0.0,28.075914034140876,28.075778346539327,28.076045269323796,0.008790297719319674
hm,axis,419,2.55,2.55,2.55,0.0,28.07660461291976,28.0764675077221,28.076737211410602,0.008801809650318902
hm,axis,420,2.55,2.55,2.55,0.0,28.07729904334505,28.07716051016352,28.077433015033687,0.00881333255805332
hm,axis,421,2.55,2.55,2.55,0.0,28.077997332133048,28.07785736055438,28.07813268693158,0.008824865212365198
hm,axis,422,2.55,2.55,2.55,0.0,28.078699485880357,28.078558065465888,28.078836233723596,0.008836406445236374
hm,axis,423,2.55,2.55,2.55,0.0,28.07940551109311,28.07926263137727,28.07954366194035,0.008847955236719328
hm,axis,424,2.55,2.55,2.55,0.0,28.080115414159216,28.07997106465024,28.080254977993565,0.008859510566839363
hm,axis,425,2.55,2.55,2.55,0.0,28.080829201355783,28.080683371536196,28.080970188183656,0.008871071427435467
hm,axis,426,2.55,2.55,2.55,0.0,28.081546878849778,28.081399558176965,28.081689298700383,0.008882636818969586
hm,axis,427,2.55,2.55,2.55,0.0,28.08226845269831,28.08211963060502,28.08241231562315,0.008894205753474703
hm,axis,428,2.55,2.55,2.55,0.0,28.082993928849234,28.082843594744066,28.083139244921608,0.00890577725506262
hm,axis,429,2.55,2.55,2.55,0.0,28.083723313141743,28.083571456409647,28.08387009245631,0.008917350360821344
hm,axis,430,2.55,2.55,2.55,0.0,28.08445661130704,28.084303221309792,28.084604863979333,0.008928924120706488
hm,axis,431,2.55,2.55,2.55,0.0,28.085193828969217,28.085038895045866,28.08534356513522,0.008940497599387157
hm,axis,432,2.55,2.55,2.55,0.0,28.08593497164613,28.085778483113433,28.086086201461853,0.00895206987695563
hm,axis,433,2.55,2.55,2.55,0.0,28.086680044750135,28.086521990903012,28.08683277839119,0.008963640047555205
hm,axis,434,2.55,2.55,2.55,0.0,28.087429053589183,28.087269423701116,28.087583301250387,0.00897520722189446
hm,axis,435,2.55,2.55,2.55,0.0,28.088182003367887,28.088020786691274,28.08833777526287,0.008986770528213018
hm,axis,436,2.55,2.55,2.55,0.0,28.0889388991886,28.088776084955203,28.089096205549478,0.008998329111191345
hm,axis,437,2.55,2.55,2.55,0.0,28.089699746052666,28.089535323473893,28.089858597129666,0.009009882134550345
hm,axis,438,2.55,2.55,2.55,0.0,28.090464548861465,28.09029850712898,28.090624954922443,0.009021428768800044
hm,axis,439,2.55,2.55,2.55,0.0,28.091233312417657,28.091065640703217,28.091395283748117,0.009032968226307617
hm,axis,440,2.55,2.55,2.55,0.0,28.09200604142582,28.091836728882114,28.092169588328247,0.009044499713658304
hm,axis,441,2.55,2.55,2.55,0.0,28.092782740494954,28.092611776255897,28.092947873288637,0.00905602246029357
hm,axis,442,2.55,2.55,2.55,0.0,28.093563414139542,28.0933907873199,28.0937301431602,0.009067535730195768
hm,axis,443,2.55,2.55,2.55,0.0,28.09434806677951,28.094173766475958,28.094516402379423,0.009079038796459214
hm,axis,444,2.55,2.55,2.55,0.0,28.095136702743577,28.094960718034592,28.09530665529092,0.00909053095048504
hm,axis,445,2.55,2.55,2.55,0.0,28.095929326270674,28.095751646217128,28.096100906148944,0.009102011485804022
hm,axis,446,2.55,2.55,2.55,0.0,28.096725941507078,28.09654655515188,28.09689915911595,0.009113479759856
hm,axis,447,2.55,2.55,2.55,0.0,28.097526552514754,28.09734544888413,28.097701418268105,0.009124935076550052
hm,axis,448,2.55,2.55,2.55,0.0,28.098331163265442,28.09814833136754,28.09850768759363,0.009136376865634715
hm,axis,449,2.55,2.55,2.55,0.0,28.099139777648936,28.098955206476198,28.099317970995397,0.009147804438386396
hm,axis,450,2.55,2.55,2.55,0.0,28.099952399469363,28.099766077995955,28.10013227229435,0.009159217295882755
hm,axis,451,2.55,2.55,2.55,0.0,28.10076903244918,28.10058094963461,28.10095059522532,0.009170614764396482
hm,axis,452,2.55,2.55,2.55,0.0,28.10158968023119,28.10139982501643,28.101772943446935,0.00918199638134783
hm,axis,453,2.55,2.55,2.55,0.0,28.102414346375845,28.102222707687883,28.102599320533468,0.009193361548268567
hm,axis,454,2.55,2.55,2.55,0.0,28.103243034372227,28.103049601119558,28.103429729986967,0.009204709783095805
hm,axis,455,2.55,2.55,2.55,0.0,28.10407574762208,28.10388050870101,28.104264175222603,0.009216040488750573
hm,axis,456,2.55,2.55,2.55,0.0,28.104912489461427,28.10471543374786,28.105102659593513,0.009227353379017311
hm,axis,457,2.55,2.55,2.55,0.0,28.10575326314633,28.105554379505666,28.10594518636395,0.009238647741388491
hm,axis,458,2.55,2.55,2.55,0.0,28.106598071860866,28.10639734913859,28.10679175873726,0.009249923375360077
hm,axis,459,2.55,2.55,2.55,0.0,28.107446918723124,28.10724434575303,28.107642379839287,0.009261179636101076
hm,axis,460,2.55,2.55,2.55,0.0,28.108299806771548,28.108095372369625,28.108497052726186,0.009272416279740918
hm,axis,461,2.55,2.55,2.55,0.0,28.109156738988617,28.108950431957208,28.109355780390032,0.009283632796754157
hm,axis,462,2.55,2.55,2.55,0.0,28.11001771827477,28.109809527402415,28.110218565746255,0.009294828829706545
hm,axis,463,2.55,2.55,2.55,0.0,28.110882747477273,28.110672661532828,28.111085411654514,0.009306004114188256
hm,axis,464,2.55,2.55,2.55,0.0,28.1117518293703,28.111539837112307,28.111956320901758,0.009317158202185717
hm,axis,465,2.55,2.55,2.55,0.0,28.112624966664516,28.112411056836148,28.11283129621064,0.009328290763087825
hm,axis,466,2.55,2.55,2.55,0.0,28.113502162007592,28.113286323336652,28.113710340242267,0.009339401517016278
hm,axis,467,2.55,2.55,2.55,0.0,28.114383417985515,28.114165639185423,28.11459345559468,0.00935049014952058
hm,axis,468,2.55,2.55,2.55,0.0,28.115268737121138,28.1150490068915,28.115480644803363,0.009361556364782612
hm,axis,469,2.55,2.55,2.55,0.0,28.116158121878005,28.115936428903108,28.116371910344522,0.009372599917542097
hm,axis,470,2.55,2.55,2.55,0.0,28.117051574659566,28.116827907609867,28.117267254632566,0.009383620510370233
hm,axis,471,2.55,2.55,2.55,0.0,28.11794909780499,28.117723445338232,28.118166680020007,0.009394617890759942
hm,axis,472,2.55,2.55,2.55,0.0,28.11885069359913,28.118623044356873,28.119070188803722,0.00940559186715271
hm,axis,473,2.55,2.55,2.55,0.0,28.119756364265868,28.119526706877537,28.119977783217475,0.009416542133355257
hm,axis,474,2.55,2.55,2.55,0.0,28.120666111966123,28.12043443504704,28.120889465436058,0.009427468524552169
hm,axis,475,2.55,2.55,2.55,0.0,28.12157993880714,28.121346230958267,28.121805237578087,0.009438370843165305
hm,axis,476,2.55,2.55,2.55,0.0,28.122497846834204,28.122262096644956,28.12272510169781,0.009449248799464112
hm,axis,477,2.55,2.55,2.55,0.0,28.123419838031438,28.123182034076343,28.12364905979357,0.009460102295486212
hm,axis,478,2.55,2.55,2.55,0.0,28.124345914327712,28.124106045168205,28.124577113804744,0.009470931133646528
hm,axis,479,2.55,2.55,2.5500000000000003,4.353815782843751e-16,28.125276077589984,28.125034131775728,28.125509265606944,0.009481735067791208
hm,axis,480,2.55,2.55,2.5500000000000003,4.353815782843751e-16,28.12621032962309,28.1259662956912,28.126445517017636,0.009492513961966612
hm,axis,481,2.55,2.55,2.55,0.0,28.12714867217884,28.126902538653066,28.127385869799415,0.009503267672130063
hm,axis,482,2.55,2.55,2.55,0.0,28.128091106924384,28.12784286231677,28.128330325629026,0.009513996013504285
hm,axis,483,2.55,2.55,2.55,0.0,28.12903763548747,28.12878726829797,28.12927888614435,0.009524698831498637
hm,axis,484,2.55,2.55,2.5500000000000003,4.353815782843751e-16,28.129988259424433,28.12973575814132,28.130231552911496,0.009535375971123876
hm,axis,485,2.55,2.55,2.55,0.0,28.130942980227,28.13068833332717,28.13118832743171,0.009546027279777713
hm,axis,486,2.55,2.55,2.55,0.0,28.13190179932125,28.131644995270484,28.132149211140238,0.009556652607244621
hm,axis,487,2.55,2.55,2.55,0.0,28.132864718066333,28.13260574531962,28.133114205405125,0.009567251805174419
hm,axis,488,2.55,2.55,2.5499999999999994,-4.353815782843751e-16,28.133831737753297,28.13357058475522,28.134083311526034,0.009577824726446027
hm,axis,489,2.55,2.55,2.55,0.0,28.134802859603877,28.13453951478888,28.135056530732868,0.009588371224228062
hm,axis,490,2.55,2.55,2.5500000000000003,4.353815782843751e-16,28.135778084768905,28.135512536561777,28.136033864184355,0.00959889115143545
hm,axis,491,2.55,2.55,2.5499999999999994,-4.353815782843751e-16,28.1367574143271,28.136489651143286,28.137015312966717,0.009609384361676845
